url,label_it,level,id.@language,id.@value
https://w3id.org/italia/social-security/controlled-vocabulary/domesticWorkServices/tipo_retribuzione/0,Mensile,,it,0
https://w3id.org/italia/social-security/controlled-vocabulary/domesticWorkServices/tipo_retribuzione/1,Oraria,,it,1
