url,label_it,level,id.@language,id.@value
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/impegno_presentazione_telematica/1,se la comunicazione è stata predisposta dal sostituto ovvero il codice 2 se la comunicazione è stata predisposta da chi effettua l’invio,,it,1
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/impegno_presentazione_telematica/2,se la comunicazione è stata predisposta da chi effettua l’invio,,it,2
