url,label_it,level,id.@language,id.@value
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/codice_limite_somme_erogate_premi_risultato/1,nel caso in cui il limite previsto è di 3.000 euro annui lordi;,,it,1
https://w3id.org/italia/social-security/controlled-vocabulary/CUStatement/codice_limite_somme_erogate_premi_risultato/2,nel caso in cui il limite previsto è di 4.000 euro annui lordi.,,it,2
